286.13;289.62;278.77;170425.41
278.87;279.37;266.94;217463.27
269.94;274.39;265.57;318144.35
269.32;270.04;257.41;276241.24
264.56;272.22;253.56;417029.64
256.91;263.63;251.79;422194.59
253.09;258.47;236.77;555015.89
238.31;244.59;219.72;494608.54
220.6;223.85;219.73;178588.28
222.48;227.45;220.94;215016.88
224.39;228.08;222.9;225529.36
226.09;226.13;217.84;191798.34
218.12;223.23;215.71;324752.99
221.41;228.98;217.58;232410
225.9;232.55;209.72;679392.92
211.14;224.63;201.27;764831.3
201.33;201.78;190.53;329596.94
191.62;198.27;191.31;199225.72
196.78;203.54;195.45;238664.08
201.5;209.88;194.12;315085.01
206.14;209.57;180.78;618106.99
181.35;193.05;177.69;391913.84
191.21;196.89;190.07;345508.81
190.34;203.93;189.77;286271.9
202.93;204.83;198.93;288307.94
204.65;205.68;199.6;216469.52
202.88;206.12;194.53;377168.3
205.17;209.29;193.1;432178.35
203.59;209.93;192.64;814155.15
205.34;225.98;201.75;568628.93
225.48;229.13;224.04;194210.89
226.74;229.56;224.09;203588.47
228.32;232.06;220.77;252099.05
220.77;234.17;220.3;311042.1
230.47;236.55;221.52;366726.36
224.71;227.31;215.3;300703.5
216.33;229.37;209.46;548569.96
226.06;236.62;218.67;497010.17
226.33;235.86;215.71;1289925.47
224.39;225.27;194.41;1005373.55
194.41;229.79;187.21;1703890.43
228.31;244.02;210.72;978947.51
227.09;256.89;191.22;2302318.77
192.14;194.06;177.42;716884.17
189.97;190.26;160.27;1181526.33
165.33;179.56;154.25;855286.36
155.42;163.58;132.64;1513766.3
138.87;171.91;138.48;939450.43
169.1;186.58;168.95;642479.54
184.68;198.71;184.43;328266.12
197.14;200.92;182.62;695471.85
200.87;207.07;198.46;244217.68
205.41;213.51;193.2;550879.48
210.67;226.66;205.67;399097.79
224.15;227.06;200.49;862921.62
204.4;207.45;181.62;541063.65
190.55;211.78;183.65;824901.53
198.95;216.16;175.21;1079266.64
205.76;229.58;188.21;1082491.43
229.57;240.09;229.28;197219.33
237.72;245.58;236.59;144040.36
245.58;251.79;243.55;169895.88
245.67;248.35;237.48;249759.83
237.63;247.35;230.96;334026.62
240.94;252.91;236.16;503607.66
252.58;266.25;252.58;185565
265.88;271.87;261.57;203360.11
271.76;274.55;261.7;196886.42
266;274.03;253.7;400000.44
262.59;270.89;258.88;220794
269.05;281.94;265.21;335756.94
281.74;282.32;275.57;180085.69
276.41;284.31;275.06;270608.85
276.34;284.25;272.64;233114.94
283.99;293.3;259.11;432409.03
267.18;273.38;254.19;272620.56
261;274.77;253.18;460928.77
273.74;281.81;263.56;351104.95
280.68;304.88;270.43;449271.31
304.64;305.3;284.01;266227.21
292.9;311.2;291.19;364793.76
303.02;322.28;285.89;464344.56
315.86;323.87;287.01;775661.89
287.01;288.24;260.89;482025.34
286.14;286.64;211.47;1037750.72
233.63;257.73;231.73;387271.7
253.68;266.56;209.55;1314522.11
261.28;293.55;249.66;503746.03
279.36;306.92;253.3;608498.55
302.16;309.98;293.07;186263.9
304.54;326.24;298.73;294614.9
325.6;330.28;325.36;71621.43
326.85;329.83;323.11;110865.66
329.31;331.53;319.62;130232.9
320.97;330.28;312.74;262694.87
326.52;333.4;308.21;224005.71
325.3;338.23;138.5;710972.57
332.36;352.83;326.37;267422.18
350.53;365.22;323.69;429296.38
362.85;365.13;356.94;142397.49
358.2;359.23;349.67;154742.93
350.9;361.5;348.66;143985.25
351.53;370.37;341.29;231659.15
368.68;379.17;348.82;221705.54
368.1;368.33;350.86;210278.88
358.77;359.09;342.85;168096.73
353.61;358.58;341.37;276566.99
350.2;360.84;316.83;375937.82
344.68;347.8;260.78;1121749.45
301.82;351.94;289.18;824058.72
343.84;387.18;317.23;800148.27
387.18;393.62;381.24;172998.68
388.09;394.71;371.05;281316.46
371.9;399.5;359.7;400349.4
394.66;403.52;311.99;922301.94
380.2;417.21;338.66;586974.9
339.68;348.62;327.35;290439.64
